,tokens,label,size
192,"['영화', '자체', '는', '나쁘', '지', '않', '았', '지만', '굉장히', '아쉽', '다', '왜', '한국', '영화', '에서', '권력', '을', '가진', '사람', '들', '힘', '이', '있', '는', '사람', '들', '은', '다', '저렇', '게', '밖', '에', '그려지', '지', '못하', '는', '건지', '모르', '겠', '다']",7,40
193,"['진짜', '시작', '할', '때', '부터', '아련', '하', '고', '눈물', '이', '돌', '았', '는데', '마지막', '장면', '에서', '완전', '터졌', '엉', 'ㅜㅜㅜ감동', 'ㅜㅜㅜ아빠사랑해요', 'ㅜㅜㅜ']",10,22
194,"['진짜', '너무', '감동', '적']",10,4
195,"['베리', '굿']",10,2
196,"['재밌', '고', '슬프', '고', '감동', '도', '있', '다', '류승룡', '연기', '최고']",10,11
197,"['재밌', '고', '그만큼', '의', '감동', '까지', '있', '다', '두', '번', '보', '고', '두', '번', '다', '울', '었', '다', 'ㅋㅋ', '스토리', '자체', '는', '뻔하', '고', '진부', '하', '지만', '그래서', '더욱', '감정', '이', '입', '이', '됬', '던', '듯', '싶', '다']",7,38
198,"['보', '면서', '폭풍', '오열', '했', '네요', '끅끅', '거리', '면서', 'ㅠㅠ', '연기', '너무', '잘', '하', '시', '고', '좋', '은', '영화', '라서', '처음', '으로', '평점', '올립니다', '번', '방짱', '이', '에요', 'ㅠㅠㅠㅠ']",10,29
199,"['번방', '의', '선물', '슬퍼도', '얼마나', '슬플까', '하', '며', '영화', '보', '면서', '한', '번', '도', '운적', '이', '없', '던', '내', '가', '오늘', '은', '보', '면서', '계속', '울', '었', '다', '류승룡', '이', '정말', '멋진', '배우', '구나', '라는', '생각', '을', '다시', '한', '번']",10,40
200,"['점', '없', '냐', '감성', '억', '지자극', '우', '는', '들']",1,9
201,"['재밌', '긴', '했', '지만', '감동', '은', '별로', '없', '었', '다', '수정', '이', '연기', '가', '너무', '어른', '흉내', '를', '내', '는', '느낌', '아이', '의', '순수', '한', '마음', '이', '느껴', '지질', '않', '더라', '그래도', '재밌', '긴', '했', '다']",8,36
202,"['영화관', '눈물바다', 'ㅜㅜ']",10,3
203,"['슬프', '궁감', '동적', '인', '대단', '한', '영화', '인', '거', '같', '아요']",10,11
204,"['주변', '에서', '많이', '울', '었', '는데', '전', '울', '지', '않', '았', '네요', '감정', '이', '메말랐', '다기', '보다', '는', '영화', '자체', '가', '조금', '허무', '한', '감', '이', '있', '었', '습니다', 'ㅎ']",8,30
205,"['영화', '를', '보', '며', '태어나', '서', '처음', '눈', '에서', '눈물', '이', '또르르', '마음', '이', '정말', '먹먹', '했', '던', '따뜻', '한', '영화']",10,21
206,"['억지', '감동', '이', '아닌', '순도', '영화', '였', '습니다', '아직', '도', '여운', '이', '남', '네요', '웃', '고', '울', '고', '정말', '돈', '이', '아깝', '지', '않', '은', '영화', '입니다']",10,27
207,['최고'],10,1
208,"['진짜', '정말', '감동', 'ㅠㅠ', '애기', '도', '연기', '잘', '하', '구', '류승룡', '님', '도', '연기', '진짜', '잘', '하', '시', '는', '거', '같', '아요', '짱']",10,23
209,"['정말', '많이', '울', '었', '고', '정말', '많이', '웃', '었', '습니다', '감독', '님', '과', '배', '우분', '들', '정말', '감사', '합니다']",10,19
210,"['그냥', '굿']",10,2
211,"['정말', '잘', '봤', '습니다', 'ㅎㅎ', '눈물', '이', '나오', '지', '를', '않', '더군요', '너무', '울', '어서']",10,15
212,"['진짜', '보', '는', '내내', '울', '었', '음']",10,7
213,"['너무', '재미있', '구요', '너무', '감동', '스럽', '고', '눈물', '이', '콸콸', '나옵니다']",10,11
214,"['잘', '봤', '음다']",10,3
215,"['오랜만', '에', '영화', '봣지만', '가치', '잇', '엇', '던', '여자']",10,9
216,"['잼', '슴']",10,2
217,"['장르', '가', '코미디', '라고', '나와', '있', '는데', '그게', '이', '영화', '의', '큰', '틀', '은', '아니', '고', '드라마', '장르', '별', '로', '좋', '아', '하', '지', '않', '는', '분', '들', '은', '그리', '기대', '하', '지', '않', '는', '게', '좋', '을', '듯']",6,39
218,"['간만에', '뜨거운', '눈물', '을', '흘리', '다']",8,6
219,"['잘', '봤', '습니다']",9,3
220,"['이', '영화', '보고', '졸작', '이', '라고', '하', '는', '한심', '한', '애', '들', '은', '봐라', '곧', '영화', '천만', '이상', '관객', '이', '되', '겠', '지', '그', '중', '에', '너희', '부모', '님', '도', '계실', '거', '다', '그런', '사람', '을', '모독', '하', '는', '거']",10,40
221,['굿'],10,1
222,"['꼭', '한', '번', '은', '가', '서', '보', '시', '는', '게', '좋', '으실', '듯', '해요', '정말', '감동', '적', '입니다', '의외로', '코믹', '한', '줄', '알', '고', '가', '서', '봤', '는데', '눈물', '줄', '줄', 'ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ']",10,32
223,"['이', '영화', '를', '두', '번', '봤', '는데요', '재미', '는', '덜해졌', '지만', '가슴', '이', '아리', '다', '라고', '표현', '해야', '하나', '눈물', '은', '더', '흘렀', '네요']",9,24
224,"['눈물', '이', '주룩주룩', '나왔', '습니다', 'ㅠㅠ', '진짜', '강추', '하', '는', '영화', '입', '니당', '근데', '한', '가지', '아쉬운', '점', '은', '이', '영화', '를', '보', '고', '진짜', '나쁜', '흉악범', '들', '이', '너무', '미', '화', '된', '게', '아닌가', '싶', '네요']",7,37
225,"['감독', '님', '사랑', '해요']",10,4
226,"['진짜', '대박', '입니다']",10,3
227,"['이딴', '영화', '과', '점대', '라니', '사실', '평점', '은', '점', '정도', '인데', '평점', '거품', '이', '심해서', '점', '준다', '일단', '너무', '동화', '적', '이', '고', '심하', '게', '유치', '하', '다', '억지', '스러운', '장면', '도', '많', '고', '너무', '억지', '감동', '도', '많', '다']",1,40
228,"['영화관', '에서', '보', '는', '데', '우', '는', '사람', '이', '좀', '되', '네요', 'ㅎㅎ', '감수', '성', '이', '풍부', '하', '시', '다면', '울', '듯', '합니다', '감동', '적', '이', '고', '재밌', '는', '영화', '입니다']",10,31
229,"['진짜', '재', '밋', '어', '요', '펑펑', '울', '면서', '봤', '네']",10,10
230,"['좋', '습니다']",10,2
231,"['좋', '아', '여', 'ㅜㅜ']",10,4
232,"['눈물', '이', '안', '날', '수', '가', '없', '는', '영화', 'ㅜ']",10,10
233,"['사실', '점', '정도', '는', '줄', '수', '있', '는', '영화', '지만', '평점', '에', '거품', '이', '많이', '껴', '있', '어서', '좀', '내립니다', '판타지', '도', '아니', '면서', '지나친', '억지', '설정', '에', '눈물', '을', '짜내', '기', '위한', '연출', '이', '눈쌀', '을', '찌푸리', '게', '하']",1,40
234,"['퇴행', '적', '신파', '이런', '영화', '가', '이렇게', '까지', '잘', '되', '는', '건', '조금', '문제', '가', '있', '어', '보인다', '류승룡', '에', '대한', '기대감', '으로', '시작', '된', '흐름', '이', '오래', '된', '관객', '들', '까지', '불러들이', '는', '것', '같', '은데', '배우', '들', '은']",3,40
235,"['강추', '안', '본', '분', '들', '은', '꼭', '보', '세요']",10,9
236,"['재미', '는', '있', '는데', '너무', '억지', '입니다', '그래도', '괜찬음', '연기', '는']",4,11
237,"['억지', '설정', '과', '스토리', '에', '감동', '은커녕', '영화', '에', '집중', '이', '안', '됐', '어요', 'ㅠㅠ아역배우연기는정말잘하더군요']",3,15
238,"['마음', '에', '듭니다']",10,3
239,['강추'],10,1
240,"['영화', '가', '끝', '으로', '가', '면서', '주변', '사람', '들', '또한', '모두', '눈물', '을', '흘렸', '다', '뒤', '에', '앉', '아', '있', '는', '사람', '옆', '앞', '의', '사람', '들', '까지', '모두', '눈물', '로', '공감', '할', '수', '있', '었', '던', '그런', '영화', '억울']",10,40
241,"['후회', '없이', '보', '아', '써']",10,5
242,"['실화', '도', '아니', '면서', '억지로', '억울', '한', '설정']",1,8
243,"['펑펑', '울', '다가', '나왔', '어요', '소소', '하', '게', '웃기', '면서', '감동', '이', '있', '네요']",10,14
244,"['진짜', '강추']",10,2
245,"['정말', '많이', '웃', '고', '운', '영화', '네요', '흥', '해라', '번방', '의', '선물']",10,12
246,"['웃', '다', '울', '다', '웃', '다', '울', '다', '울', '다', '울', '다']",10,12
247,['굿'],10,1
248,"['교도소', '에서', '생활', '하', '는', '모든', '배우', '들', '이', '명품', '조연', '주연', '이', '신', '분', '들', '이', '라', '재미', '도', '있', '었', '고', '정말', '마지막', '에', '는', '눈물', '이', '그렁그렁', '맺히', '네요', '그리고', '만약', '이', '영화', '의', '내용', '이', '실제']",9,40
249,"['영화', '보', '면서', '울', '어', '보', '긴', '처음', '입니다', '코믹', '대사', '에', '신나', '게', '웃', '다가', '울', '다', '가족', '영화', '로', '는', '제일', '입니다']",10,24
250,"['결말', '이', '다소', '예상', '되', '서', '약간', '재미', '가', '떨어졌', '지만', '몰입', '해서', '봤', '네요', '가슴', '이', '헛헛', '해', '지', '는', '영화', '인', '듯']",9,24
251,"['너무', '평점', '이', '높', '은', '것', '같', '아', '조금', '내립니다', '전형', '적', '인', '감성', '팔', '이', '영화', '네요']",1,18
252,"['정말', '재미있', '어요']",10,3
253,"['말', '이', '필요', '없', '음', '그냥', '봐라', '이', '영화', '는', '최고', '다']",10,12
254,"['이게', '도대체', '왜', '평점', '이', '이렇게', '높', '은', '거', '임', '완전', '억지', '눈물', '짜내', '는', '영화', '인데', '이게', '쓸데없이', '극대', '화', '시키', '는', '부분', '이', '너무', '많', '았', '음']",1,29
255,"['최', '곱', '니', '다', '돈', '안', '아까워', '요']",10,8
256,"['되', '도', '않', '는', '억지', '스러운', '감성', '팔', '이', '가', '제일', '기억', '이', '남', '네요']",1,15
257,"['조아', '조아']",10,2
258,"['댓글', '처음', '달', '아', '본다', '말', '이', '필요', '없', '다']",10,10
259,"['간만에', '코', '끝', '이', '찡', '웃음', '은', '분당', '터지', '고', '그', '속', '에', '양념', '처럼', '감동', '이', '암튼', '진짜', '이', '영화', '최고']",10,22
260,"['최근', '에', '본', '영화', '중', '에', '가장', '슬픈', '듯']",10,9
261,"['엄청', '재밌', '지', '도', '않', '고', '보', '는', '내내', '좀', '몰입', '이', '안', '됩니다']",6,14
262,"['화나', '서', '못', '보', '겠', '다', '화나', '는', '영화']",1,9
263,"['볼', '만', '하', '네요', 'ㅋ']",9,5
264,"['영화', '다', '보', '고', '아빠', '한테', '전화', '해서', '사랑', '한다고', '말', '했', '어요', 'ㅜㅜㅜ감동감동']",10,14
265,"['이', '영화', '는', '진짜', '말', '로', '표현', '하', '지', '못하', '는', '영화', '이', '다']",10,14
266,"['그냥', '억울', '하', '다', '죄수', '자', '들', '의', '입장', '에서', '다시', '한', '번', '돌아보', '게', '되', '었', '다']",10,18
267,['굿'],10,1
268,"['눈물', '나', '는', '연기', '아이', '가', '있', '는', '입장', '에서', '짠', '했', '네요']",8,13
269,"['웃', '을', '때', '웃', '었', '지만', '울', '땐', '폭풍', '울음', 'ㅠㅠ']",10,11
270,"['이제', '까지', '본', '거', '중', '에', '제', '일마니', '울', '엇', '음']",10,11
271,"['감동', '그', '자체', '눈물', '이', '멈추', '질', '않', '아요']",10,9
272,"['진짜', '감동', '적', '이', '었', '습니다', '앞', '으로', '좋', '은', '영화', '많이', '나오', '길', '바랍니다']",10,15
273,"['국내', '영화', '중', '에서', '도', '평점', '이', '반지', '시리즈', '에', '맞먹', '는', '영화', '가', '있', '네', '어쨌든', '이', '영화', '는', '한', '줄', '요약', '가능', '함', '변호사', '경찰', '청장']",10,28
274,"['난', '별로', '울', '고', '싶', '은', '사람', '은', '보', '세용']",1,10
275,"['넘', '넘', '재미', '잇', '었', '어용', '류승룡', '씨', '를', '만나', '고', '싶', '네요', 'ㅠㅠ']",10,14
276,"['ㅜㅜ완전', '여운', '대박']",10,3
277,"['진짜', '연기', '가', '너무', '멋있', '었', '구요', '감동', '적', '이', '었', '습니다', 'ㅠㅠ']",10,13
278,"['ㅠㅠ', '말', '이', '필요', '없', '어요']",10,6
279,"['간만에', '극장', '에서', '영화', '를', '봤', '다', '정말', '돈', '아깝', '단', '생각', '전혀', '안', '들', '정도', '로', '유쾌', '하', '고', '감동', '적', '이', '고', '재밌', '게', '봤', '다', '굿', '굿', '굿', '강추']",10,32
280,"['류승용', '씨', '연기', '너무', '잘', '했', '고', '진짜', '영화', '보', '는', '내내', '화', '가', '나', '고', '눈물', '도', '나', '고', '뭐', '그랬', '어요', '잼', '있', '게', '봤', '습니다']",10,28
281,"['올해', '초등', '학교', '에', '입학', '하', '는', '딸애', '하', '고', '꼭', '끌어안', '고', '너무', '감동', '있', '게', '봤', '어요', 'ㅠㅠㅠ']",10,20
282,"['웃기', '고', '슬프', '고', '끝', '이', '아니', '다', '내', '자신', '의', '위치', '에서', '감사', '하', '게', '된다']",10,17
283,"['보', '는', '내내', '웃', '고', '울', '고', '즐거운', '시간', '이', '었', '지만', '나오', '고', '나서', '는', '여운', '이', '남지', '는', '않', '았', '어요', '그래서', '점', '그래도', '만', '관객', '가치', '가', '있', '는', '영화']",9,33
284,"['지적', '장애', '인', '을', '연기', '한', '류승룡', '씨', '의', '노력', '과', '조연', '들', '의', '재치', '갈소원', '양', '의', '깜찍', '한', '매력', '이', '영화', '를', '빛내', '줘요', '평창', '스페셜', '올림픽', '시즌', '에', '영화', '를', '봐서', '그런지', '몰라도', '지적', '장애', '인', '에']",7,40
285,"['이건', '진', '째', '대박', '이', '에요', 'ㅜ보는', '내내', '폭풍', '눈물', 'ㅠ']",10,11
286,"['진짜', '재밌', '음', '류승룡', '짱']",10,5
287,"['웃', '프', '다', '연기파', '들', '의', '연기', '또한', '일품', '최고', '가', '이', '영화', '엄마', '보여', '드리', '러', '또', '보', '러', '가', '야겠다', 'ㅠㅠㅠㅠ']",10,23
288,"['기대', '를', '많이', '했', '지만', '기대', '이하', '였', '던', '영화', '눈물', '만', '많이', '나옴']",2,14
289,"['ㅜㅠㅠ너무재밋구', '너무', '슬', '픔ㅠ감동마지막쩔어']",10,4
290,"['이', '영화', '가', '왜', '재밌', '다는', '거', '지', '비', '현실', '억지', '눈물', '차라리', '하정우', '의', '연기', '가', '훨', '낫', '더만']",5,20
291,"['좋', '은', '영화', '다', '하', '지만', '불쌍', '한', '경찰', '분', '들', '께', '욕', '하', '시', '지', '는', '맙시다', 'ㅠㅠㅠ']",9,19
292,"['번방', '의', '선물', '짱', '진짜', '웃음', 'ㅋㅋ', '완전', '감동', '적', '이', '기', '도', '햇', '뜸']",10,15
293,"['지금', '보', '고', '왔', '어요', '너무', '웃', '고', '울', '고', '감동', '적', '이', '었', '습니다', '모든', '출연진', '짱', '꼭', '보', '세요']",10,21
294,"['슬프', '고', '재밌', '고', '나름', '괜찮', '긴', '했', '는데', '지금', '평점', '은', '좀', '많이', '높', '은', '듯', '열기구', '나오', '면서', '호감', '은', '뚝', '떨어졌', '다']",8,25
